OS;Local;Descricao;Data Abertura;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Prioridade;Oficina;Tipo;MP;Status
OS89959;REM01-2000-2100-X000001;Corretiva banco;11/07/2021;;;2,08;18/07/2021;18/07/2021;2,08;A;Automação;Corretiva;;FECH
OS89960;REM01-2000-2100-X000005;Corretiva banco;18/07/2021;;;4,2;25/07/2021;25/07/2021;4,2;A;Mecânica;Corretiva;;FECH
OS89961;REM01-1000-2200-F000002;Corretiva banco;13/05/2021;;;4,92;28/05/2021;28/05/2021;5,17;A;Elétrica;Corretiva;;FECH
OS89962;REM01-2000-2200-X000001;Corretiva banco;22/02/2021;;;3,47;30/04/2021;30/04/2021;3,47;A;Mecânica;Corretiva;;FECH
OS89963;REM01-2000-2100-X000004;Corretiva banco;12/03/2021;;;2,82;07/04/2021;07/04/2021;2,6;A;Elétrica;Corretiva;;FECH
OS89964;REM01-1000-1200-E000003;Corretiva banco;20/03/2021;;;2,87;28/04/2021;28/04/2021;2,4;A;Automação;Corretiva;;FECH
OS89965;REM01-1000-1100-E000002;Corretiva banco;22/02/2021;;;4,37;05/04/2021;05/04/2021;4,13;A;Mecânica;Corretiva;;FECH
OS89966;REM01-2000-2100-X000003;Corretiva banco;27/04/2021;;;1,43;26/05/2021;27/05/2021;1,68;A;Elétrica;Corretiva;;FECH
OS89967;REM01-1000-1100-E000002;Corretiva banco;22/07/2021;;;1,17;29/07/2021;29/07/2021;1,17;A;Elétrica;Corretiva;;FECH
OS89968;REM01-1000-1200-F000001;Corretiva banco;10/05/2021;;;3,33;19/05/2021;19/05/2021;3,1;A;Automação;Corretiva;;FECH
OS89969;REM01-2000-2200-X000006;Corretiva banco;15/04/2021;;;3,3;09/05/2021;09/05/2021;3,57;A;Elétrica;Corretiva;;FECH
OS89970;REM01-1000-1100-E000004;Corretiva banco;08/08/2021;;;4,22;15/08/2021;15/08/2021;4,22;A;Elétrica;Corretiva;;FECH
OS89971;REM01-2000-2200-X000004;Corretiva banco;28/07/2021;;;3,98;04/08/2021;04/08/2021;3,98;A;Elétrica;Corretiva;;FECH
OS89972;REM01-1000-2200-F000002;Corretiva banco;23/07/2021;;;4,48;30/07/2021;30/07/2021;4,48;A;Elétrica;Corretiva;;FECH
OS89973;REM01-1000-1100-E000001;Corretiva banco;27/04/2021;;;1,53;07/05/2021;07/05/2021;2,02;A;Mecânica;Corretiva;;FECH
OS89974;REM01-1000-1100-E000006;Corretiva banco;14/05/2021;;;1,58;22/05/2021;22/05/2021;2,32;A;Elétrica;Corretiva;;FECH
OS89975;REM01-2000-2100-X000005;Corretiva banco;10/03/2021;;;4,28;25/03/2021;26/03/2021;5,02;A;Mecânica;Corretiva;;FECH
OS89976;REM01-1000-1100-E000006;Corretiva banco;13/07/2021;;;2,65;28/07/2021;29/07/2021;2,67;A;Mecânica;Corretiva;;FECH
OS89977;REM01-2000-2200-X000002;Corretiva banco;26/12/2020;;;4,05;11/01/2021;12/01/2021;4,3;A;Mecânica;Corretiva;;FECH
OS89978;REM01-1000-2200-F000002;Corretiva banco;02/04/2021;;;3,8;09/05/2021;09/05/2021;3,8;A;Mecânica;Corretiva;;FECH
OS89979;REM01-1000-1200-E000006;Corretiva banco;11/01/2021;;;1,53;23/01/2021;23/01/2021;1,53;A;Mecânica;Corretiva;;FECH
OS89980;REM01-1000-1200-F000002;Corretiva banco;22/08/2021;;;3,47;29/08/2021;29/08/2021;3,47;A;Mecânica;Corretiva;;FECH
OS89981;REM01-1000-1200-E000001;Corretiva banco;20/12/2021;;;1,97;27/12/2021;27/12/2021;1,97;A;Mecânica;Corretiva;;FECH
OS89982;REM01-2000-2100-X000006;Corretiva banco;08/05/2021;;;3,18;15/05/2021;16/05/2021;3,68;A;Mecânica;Corretiva;;FECH
OS89983;REM01-1000-1100-E000001;Corretiva banco;15/01/2021;;;2,6;28/01/2021;29/01/2021;3,35;A;Mecânica;Corretiva;;FECH
OS89984;REM01-1000-2200-F000002;Corretiva banco;18/02/2021;;;1,72;15/03/2021;16/03/2021;1,25;A;Mecânica;Corretiva;;FECH
OS89985;REM01-2000-2200-X000005;Corretiva banco;27/11/2021;;;1,72;04/12/2021;04/12/2021;1,72;A;Mecânica;Corretiva;;FECH
OS89986;REM01-2000-2100-X000002;Corretiva banco;08/06/2021;;;2,03;15/06/2021;15/06/2021;2,03;A;Automação;Corretiva;;FECH
OS89987;REM01-2000-2200-X000005;Corretiva banco;08/12/2021;;;4,82;15/12/2021;16/12/2021;4,82;A;Mecânica;Corretiva;;FECH
OS89988;REM01-1000-1200-F000001;Corretiva banco;04/12/2021;;;4,65;12/12/2021;12/12/2021;4,18;A;Mecânica;Corretiva;;FECH
OS89989;REM01-2000-2100-X000003;Corretiva banco;21/06/2021;;;2,03;28/06/2021;28/06/2021;2,03;A;Elétrica;Corretiva;;FECH
OS89990;REM01-2000-2200-X000002;Corretiva banco;09/01/2021;;;2,25;21/01/2021;21/01/2021;2,25;A;Mecânica;Corretiva;;FECH
OS89991;REM01-3000-3100-C000001;Corretiva banco;21/06/2021;;;2,27;28/06/2021;28/06/2021;2,27;A;Elétrica;Corretiva;;FECH
OS89992;REM01-3000-3100-C000002;Corretiva banco;14/01/2021;;;1,75;23/01/2021;23/01/2021;1,28;A;Mecânica;Corretiva;;FECH
OS89993;REM01-1000-1100-E000005;Corretiva banco;02/08/2021;;;4,05;09/08/2021;09/08/2021;4,05;A;Mecânica;Corretiva;;FECH
OS89994;REM01-2000-2200-X000002;Corretiva banco;30/05/2021;;;2,08;16/06/2021;16/06/2021;1,62;A;Mecânica;Corretiva;;FECH
OS89995;REM01-2000-2200-X000005;Corretiva banco;25/01/2021;;;4,7;07/03/2021;08/03/2021;4,23;A;Elétrica;Corretiva;;FECH
OS89996;REM01-1000-1100-E000001;Corretiva banco;28/07/2021;;;4,7;11/08/2021;11/08/2021;4,47;A;Mecânica;Corretiva;;FECH
OS89997;REM01-2000-2200-X000005;Corretiva banco;30/12/2020;;;3,67;10/01/2021;10/01/2021;3,92;A;Mecânica;Corretiva;;FECH
OS89998;REM01-2000-2200-X000002;Corretiva banco;30/07/2021;;;4,75;26/08/2021;26/08/2021;5,48;A;Automação;Corretiva;;FECH
OS89999;REM01-3000-3100-C000002;Corretiva banco;04/12/2021;;;2,6;11/12/2021;11/12/2021;2,6;A;Automação;Corretiva;;FECH
OS90000;REM01-2000-2200-X000006;Corretiva banco;23/12/2021;;;1,37;30/12/2021;30/12/2021;1,37;A;Mecânica;Corretiva;;FECH
OS90001;REM01-1000-1200-E000005;Corretiva banco;06/08/2021;;;3,85;13/08/2021;13/08/2021;3,85;A;Elétrica;Corretiva;;FECH
OS90002;REM01-1000-1200-E000002;Corretiva banco;23/10/2021;;;3,3;30/10/2021;30/10/2021;3,3;A;Automação;Corretiva;;FECH
OS90003;REM01-1000-1200-F000002;Corretiva banco;30/07/2021;;;3,52;06/08/2021;06/08/2021;3,52;A;Elétrica;Corretiva;;FECH
OS90004;REM01-2000-2100-X000001;Corretiva banco;18/08/2021;;;1,82;25/08/2021;25/08/2021;1,82;A;Automação;Corretiva;;FECH
OS90005;REM01-3000-3100-C000002;Corretiva banco;06/02/2021;;;3;14/03/2021;14/03/2021;2,53;A;Elétrica;Corretiva;;FECH
OS90006;REM01-1000-1200-E000004;Corretiva banco;20/05/2021;;;1,38;02/06/2021;03/06/2021;1,63;A;Mecânica;Corretiva;;FECH
OS90007;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/01/2021;05/01/2021;2;06/01/2021;06/01/2021;2,73;A;Mecânica;IR;MP - 147953;FECH
OS90008;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/01/2021;15/01/2021;2;19/01/2021;19/01/2021;1,53;A;Elétrica;IR;MP - 147959;FECH
OS90009;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;20/01/2021;20/01/2021;2;27/09/2021;27/09/2021;2;A;Elétrica;IR;MP - 147971;FECH
OS90010;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/01/2021;05/01/2021;2;17/01/2021;17/01/2021;1,77;A;Mecânica;IR;MP - 147975;FECH
OS90011;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/01/2021;12/01/2021;2;08/02/2021;08/02/2021;2;A;Mecânica;IR;MP - 147978;FECH
OS90012;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/01/2021;13/01/2021;2;25/01/2021;25/01/2021;2,25;A;Elétrica;IR;MP - 147990;FECH
OS90013;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;20/01/2021;20/01/2021;2;30/01/2021;30/01/2021;2;A;Mecânica;IR;MP - 148004;FECH
OS90014;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/01/2021;13/01/2021;2;22/01/2021;22/01/2021;1,53;A;Elétrica;IR;MP - 148012;FECH
OS90015;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/01/2021;14/01/2021;2;18/02/2021;18/02/2021;2,73;A;Elétrica;IR;MP - 148013;FECH
OS90016;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/02/2021;04/02/2021;2;16/02/2021;16/02/2021;1,53;A;Mecânica;IR;MP - 148018;FECH
OS90017;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/02/2021;22/02/2021;2;01/03/2021;01/03/2021;1,77;A;Mecânica;IR;MP - 148028;FECH
OS90018;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/02/2021;07/02/2021;2;11/02/2021;11/02/2021;1,53;A;Mecânica;IR;MP - 148043;FECH
OS90019;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/02/2021;13/02/2021;2;18/02/2021;18/02/2021;2;A;Elétrica;IR;MP - 148045;FECH
OS90020;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;20/02/2021;20/02/2021;2;25/02/2021;25/02/2021;2;A;Mecânica;IR;MP - 148048;FECH
OS90021;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/02/2021;07/02/2021;2;21/02/2021;22/02/2021;2,48;A;Elétrica;IR;MP - 148054;FECH
OS90022;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/02/2021;14/02/2021;2;04/03/2021;04/03/2021;2,25;A;Elétrica;IR;MP - 148057;FECH
OS90023;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/02/2021;21/02/2021;2;21/03/2021;21/03/2021;2,25;A;Mecânica;IR;MP - 148060;FECH
OS90024;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;22/02/2021;22/02/2021;2;25/02/2021;25/02/2021;2,25;A;Mecânica;IR;MP - 148061;FECH
OS90025;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;04/02/2021;04/02/2021;2;09/02/2021;09/02/2021;2;A;Elétrica;IR;MP - 148062;FECH
OS90026;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/02/2021;05/02/2021;2;12/02/2021;12/02/2021;2,25;A;Elétrica;IR;MP - 148063;FECH
OS90027;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/02/2021;06/02/2021;2;16/02/2021;16/02/2021;2;A;Elétrica;IR;MP - 148064;FECH
OS90028;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;15/02/2021;15/02/2021;2;20/02/2021;20/02/2021;2;A;Mecânica;IR;MP - 148069;FECH
OS90029;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;20/02/2021;20/02/2021;2;06/03/2021;07/03/2021;2,48;A;Mecânica;IR;MP - 148070;FECH
OS90030;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/02/2021;13/02/2021;2;13/03/2021;13/03/2021;2,48;A;Elétrica;IR;MP - 148078;FECH
OS90031;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/03/2021;06/03/2021;2;21/03/2021;21/03/2021;2;A;Elétrica;IR;MP - 148085;FECH
OS90032;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;22/03/2021;22/03/2021;2;30/03/2021;30/03/2021;1,77;A;Elétrica;IR;MP - 148093;FECH
OS90033;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;21/03/2021;21/03/2021;2;05/04/2021;05/04/2021;2,25;A;Elétrica;IR;MP - 148103;FECH
OS90034;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;23/03/2021;23/03/2021;2;27/04/2021;27/04/2021;1,77;A;Mecânica;IR;MP - 148105;FECH
OS90035;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;22/03/2021;22/03/2021;2;18/04/2021;18/04/2021;2,73;A;Automação;IR;MP - 148115;FECH
OS90036;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;07/03/2021;07/03/2021;2;10/03/2021;10/03/2021;1,77;A;Automação;IR;MP - 148119;FECH
OS90037;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;13/03/2021;13/03/2021;2;12/04/2021;12/04/2021;2,73;A;Mecânica;IR;MP - 148132;FECH
OS90038;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;07/03/2021;07/03/2021;2;25/03/2021;25/03/2021;2,25;A;Elétrica;IR;MP - 148141;FECH
OS90039;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;08/03/2021;08/03/2021;2;07/04/2021;07/04/2021;1,53;A;Elétrica;IR;MP - 148142;FECH
OS90040;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;14/03/2021;14/03/2021;2;02/04/2021;02/04/2021;2,73;A;Automação;IR;MP - 148144;FECH
OS90041;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;15/03/2021;15/03/2021;2;22/03/2021;22/03/2021;2,48;A;Mecânica;IR;MP - 148145;FECH
OS90042;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;23/03/2021;23/03/2021;2;08/04/2021;08/04/2021;2;A;Automação;IR;MP - 148149;FECH
OS90043;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;07/04/2021;07/04/2021;2;07/05/2021;07/05/2021;2;A;Mecânica;IR;MP - 148152;FECH
OS90044;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;14/04/2021;14/04/2021;2;17/05/2021;17/05/2021;1,77;A;Elétrica;IR;MP - 148155;FECH
OS90045;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;05/04/2021;05/04/2021;2;02/10/2021;02/10/2021;2;A;Mecânica;IR;MP - 148161;FECH
OS90046;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;07/04/2021;07/04/2021;2;27/04/2021;27/04/2021;2;A;Mecânica;IR;MP - 148163;FECH
OS90047;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;13/04/2021;13/04/2021;2;13/05/2021;13/05/2021;2;A;Mecânica;IR;MP - 148165;FECH
OS90048;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/04/2021;14/04/2021;2;22/04/2021;22/04/2021;1,53;A;Elétrica;IR;MP - 148166;FECH
OS90049;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/04/2021;15/04/2021;2;30/04/2021;30/04/2021;1,53;A;Mecânica;IR;MP - 148167;FECH
OS90050;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/04/2021;06/04/2021;2;03/05/2021;03/05/2021;1,53;A;Mecânica;IR;MP - 148184;FECH
OS90051;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;08/04/2021;08/04/2021;2;14/04/2021;14/04/2021;1,53;A;Mecânica;IR;MP - 148186;FECH
OS90052;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;15/04/2021;15/04/2021;2;15/05/2021;15/05/2021;2;A;Mecânica;IR;MP - 148189;FECH
OS90053;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;22/04/2021;22/04/2021;2;22/05/2021;22/05/2021;2;A;Mecânica;IR;MP - 148192;FECH
OS90054;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;08/04/2021;08/04/2021;2;13/05/2021;13/05/2021;2,25;A;Mecânica;IR;MP - 148208;FECH
OS90055;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Mecânica);;16/04/2021;16/04/2021;2;16/05/2021;16/05/2021;2;A;Elétrica;IR;MP - 148212;FECH
OS90056;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/05/2021;05/05/2021;2;02/10/2021;02/10/2021;2;A;Elétrica;IR;MP - 148216;FECH
OS90057;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;14/05/2021;14/05/2021;2;25/05/2021;25/05/2021;2,25;A;Mecânica;IR;MP - 148221;FECH
OS90058;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;16/05/2021;16/05/2021;2;22/05/2021;22/05/2021;2,48;A;Mecânica;IR;MP - 148223;FECH
OS90059;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;21/05/2021;21/05/2021;2;29/05/2021;29/05/2021;2,73;A;Automação;IR;MP - 148224;FECH
OS90060;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;07/05/2021;07/05/2021;2;27/05/2021;27/05/2021;2,48;A;Elétrica;IR;MP - 148229;FECH
OS90061;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/05/2021;22/05/2021;2;28/05/2021;28/05/2021;2;A;Mecânica;IR;MP - 148236;FECH
OS90062;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/05/2021;15/05/2021;2;13/05/2021;13/05/2021;1,53;A;Mecânica;IR;MP - 148266;FECH
OS90063;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;16/05/2021;16/05/2021;2;22/05/2021;22/05/2021;2;A;Elétrica;IR;MP - 148267;FECH
OS90064;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/05/2021;21/05/2021;2;25/05/2021;25/05/2021;2,73;A;Elétrica;IR;MP - 148268;FECH
OS90065;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;07/05/2021;07/05/2021;2;13/05/2021;13/05/2021;2;A;Mecânica;IR;MP - 148273;FECH
OS90066;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;13/05/2021;13/05/2021;2;14/05/2021;14/05/2021;1,53;A;Mecânica;IR;MP - 148275;FECH
OS90067;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;14/05/2021;14/05/2021;2;31/05/2021;31/05/2021;2,73;A;Mecânica;IR;MP - 148276;FECH
OS90068;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;22/05/2021;22/05/2021;2;19/10/2021;19/10/2021;2;A;Elétrica;IR;MP - 148280;FECH
OS90069;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;23/06/2021;23/06/2021;2;23/06/2021;23/06/2021;2;A;Mecânica;IR;MP - 148292;FECH
OS90070;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;05/06/2021;05/06/2021;2;05/06/2021;05/06/2021;2;A;Elétrica;IR;MP - 148293;FECH
OS90071;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;08/06/2021;08/06/2021;2;17/06/2021;17/06/2021;2;A;Mecânica;IR;MP - 148296;FECH
OS90072;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;16/06/2021;16/06/2021;2;16/06/2021;16/06/2021;2;A;Elétrica;IR;MP - 148300;FECH
OS90073;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;21/06/2021;21/06/2021;2;21/06/2021;21/06/2021;2;A;Mecânica;IR;MP - 148301;FECH
OS90074;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/06/2021;22/06/2021;2;22/06/2021;22/06/2021;2;A;Mecânica;IR;MP - 148302;FECH
OS90075;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;14/06/2021;14/06/2021;2;14/06/2021;14/06/2021;2;A;Elétrica;IR;MP - 148309;FECH
OS90076;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;15/06/2021;15/06/2021;2;15/06/2021;15/06/2021;2;A;Mecânica;IR;MP - 148310;FECH
OS90077;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;07/06/2021;07/06/2021;2;07/06/2021;07/06/2021;2;A;Elétrica;IR;MP - 148328;FECH
OS90078;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/06/2021;15/06/2021;2;15/06/2021;15/06/2021;2;A;Automação;IR;MP - 148332;FECH
OS90079;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/06/2021;05/06/2021;2;13/06/2021;14/06/2021;2,48;A;Elétrica;IR;MP - 148337;FECH
OS90080;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Mecânica);;21/06/2021;21/06/2021;2;26/06/2021;26/06/2021;2,73;A;Mecânica;IR;MP - 148345;FECH
OS90081;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/07/2021;06/07/2021;2;25/07/2021;25/07/2021;2,73;A;Mecânica;IR;MP - 148349;FECH
OS90082;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;16/07/2021;16/07/2021;2;26/07/2021;26/07/2021;2,25;A;Elétrica;IR;MP - 148366;FECH
OS90083;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;15/07/2021;15/07/2021;2;15/07/2021;15/07/2021;2;A;Mecânica;IR;MP - 148376;FECH
OS90084;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;21/07/2021;21/07/2021;2;19/10/2021;19/10/2021;2;A;Mecânica;IR;MP - 148389;FECH
OS90085;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;23/07/2021;23/07/2021;2;23/07/2021;23/07/2021;2;A;Elétrica;IR;MP - 148391;FECH
OS90086;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;06/07/2021;06/07/2021;2;04/10/2021;04/10/2021;2;A;Elétrica;IR;MP - 148393;FECH
OS90087;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;07/07/2021;07/07/2021;2;27/07/2021;27/07/2021;2,48;A;Elétrica;IR;MP - 148394;FECH
OS90088;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/07/2021;21/07/2021;2;21/07/2021;21/07/2021;2;A;Elétrica;IR;MP - 148400;FECH
OS90089;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;15/07/2021;15/07/2021;2;18/07/2021;18/07/2021;1,77;A;Automação;IR;MP - 148409;FECH
OS90090;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;22/07/2021;22/07/2021;2;22/07/2021;22/07/2021;2;A;Elétrica;IR;MP - 148412;FECH
OS90091;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;23/07/2021;23/07/2021;2;23/07/2021;23/07/2021;2;A;Elétrica;IR;MP - 148413;FECH
OS90092;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;13/08/2021;13/08/2021;2;15/08/2021;15/08/2021;1,53;A;Mecânica;IR;MP - 148418;FECH
OS90093;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;22/08/2021;22/08/2021;2;24/08/2021;25/08/2021;2,48;A;Automação;IR;MP - 148423;FECH
OS90094;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;07/08/2021;07/08/2021;2;18/08/2021;18/08/2021;1,77;A;Mecânica;IR;MP - 148438;FECH
OS90095;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;21/08/2021;21/08/2021;2;21/08/2021;21/08/2021;2;A;Automação;IR;MP - 148444;FECH
OS90096;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;23/08/2021;23/08/2021;2;23/08/2021;23/08/2021;2;A;Mecânica;IR;MP - 148446;FECH
OS90097;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;15/08/2021;15/08/2021;2;15/08/2021;15/08/2021;2;A;Automação;IR;MP - 148453;FECH
OS90098;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;16/08/2021;16/08/2021;2;16/08/2021;16/08/2021;2;A;Mecânica;IR;MP - 148454;FECH
OS90099;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/08/2021;21/08/2021;2;31/08/2021;31/08/2021;2,25;A;Elétrica;IR;MP - 148466;FECH
OS90100;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/09/2021;05/09/2021;2;16/09/2021;16/09/2021;2,48;A;Mecânica;IR;MP - 148480;FECH
OS90101;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;13/09/2021;13/09/2021;2;13/09/2021;13/09/2021;2;A;Mecânica;IR;MP - 148484;FECH
OS90102;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;14/09/2021;14/09/2021;2;14/09/2021;14/09/2021;2;A;Mecânica;IR;MP - 148485;FECH
OS90103;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/09/2021;05/09/2021;2;05/09/2021;05/09/2021;2;A;Elétrica;IR;MP - 148502;FECH
OS90104;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/09/2021;06/09/2021;2;06/09/2021;06/09/2021;2;A;Elétrica;IR;MP - 148503;FECH
OS90105;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;07/09/2021;07/09/2021;2;07/09/2021;07/09/2021;2;A;Mecânica;IR;MP - 148504;FECH
OS90106;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;23/09/2021;23/09/2021;2;23/09/2021;23/09/2021;2;A;Automação;IR;MP - 148512;FECH
OS90107;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;13/09/2021;13/09/2021;2;13/09/2021;13/09/2021;2;A;Mecânica;IR;MP - 148517;FECH
OS90108;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;16/09/2021;16/09/2021;2;16/09/2021;16/09/2021;2;A;Elétrica;IR;MP - 148520;FECH
